homologID	entrezHuman	symbHuman	entrezMouse	symbMouse
11045	37464	1209	CLPTM1	56457	Clptm1
11046	37465	1396	CRIP1	12925	Crip1
11047	37471	1521	CTSW	13041	Ctsw
11048	37477	1982	EIF4G2	13690	Eif4g2
11049	37478	2037	EPB41L2	13822	Epb4.1l2
11050	37480	2317	FLNB	286940	Flnb
11051	37481	2318	FLNC	68794	Flnc
11052	37482	2542	SLC37A4	14385	Slc37a4
11053	37483	2547	XRCC6	14375	Xrcc6
11054	37486	2650	GCNT1	14537	Gcnt1
11055	37487	2664	GDI1	14567	Gdi1
11056	37488	2665	GDI2	14569	Gdi2
11057	37490	2976	GTF3C2	71752	Gtf3c2
11058	37491	2986	GUCY2F	245650	Gucy2f
11059	37492	3061	HCRTR1	230777	Hcrtr1
11060	37493	3177	SLC29A2	13340	Slc29a2
11061	37494	3281	HSBP1	68196	Hsbp1
11062	37496	3654	IRAK1	16179	Irak1
11063	37497	30	ACAA1	113868	Acaa1a
11064	37498	33	ACADL	11363	Acadl
11065	37507	361	AQP4	11829	Aqp4
11066	37509	481	ATP1B1	11931	Atp1b1
11067	37510	483	ATP1B3	11933	Atp1b3
11068	37514	513	ATP5D	66043	Atp5d
11069	37518	636	BICD1	12121	Bicd1
11070	37519	671	BPI	329547	Bpi
11071	37520	688	KLF5	12224	Klf5
11072	37521	694	BTG1	12226	Btg1
11073	37523	822	CAPG	12332	Capg
11074	37524	873	CBR1	12408	Cbr1
11075	37525	894	CCND2	12444	Ccnd2
11076	37526	967	CD63	12512	Cd63
11077	37529	1056	CEL	12613	Cel
11078	37530	1152	CKB	12709	Ckb
11079	37532	1212	CLTB	74325	Cltb
11080	37533	1266	CNN3	71994	Cnn3
11081	37535	1298	COL9A2	12840	Col9a2
11082	37536	1318	SLC31A2	20530	Slc31a2
11083	37537	1327	COX4I1	12857	Cox4i1
11084	37541	1358	CPA2	232680	Cpa2
11085	37549	1506	CTRL	109660	Ctrl
11086	37550	1508	CTSB	13030	Ctsb
11087	37551	1510	CTSE	13034	Ctse
11088	37552	1534	CYB561	13056	Cyb561
11089	37553	1610	DAO	13142	Dao
11090	37554	1632	ECI1	13177	Eci1
11091	37558	2053	EPHX2	13850	Ephx2
11092	37559	2054	STX2	13852	Stx2
11093	37560	2120	ETV6	14011	Etv6
11094	37561	2180	ACSL1	14081	Acsl1
11095	37562	2197	FAU	14109	Fau
11096	37563	2242	FES	14159	Fes
11097	37566	2745	GLRX	93692	Glrx
11098	37567	2752	GLUL	14645	Glul
11099	37570	2870	GRK6	26385	Grk6
11100	37573	2961	GTF2E2	68153	Gtf2e2
11101	37582	3148	HMGB2	97165	Hmgb2
11102	37583	3201	HOXA4	15401	Hoxa4
11103	37584	3212	HOXB2	103889	Hoxb2
11104	37585	3215	HOXB5	15413	Hoxb5
11105	37586	3241	HPCAL1	53602	Hpcal1
11106	37590	3418	IDH2	269951	Idh2
11107	37591	3581	IL9R	16199	Il9r
11108	37592	3679	ITGA7	16404	Itga7
11109	37593	3709	ITPR2	16439	Itpr2
11110	37595	3780	KCNN1	84036	Kcnn1
11111	37604	3910	LAMA4	16775	Lama4
11112	37608	3958	LGALS3	16854	Lgals3
11113	37612	4043	LRPAP1	16976	Lrpap1
11114	37614	4060	LUM	17022	Lum
11115	37615	4200	ME2	107029	Me2
11116	37618	4296	MAP3K11	26403	Map3k11
11117	37619	4316	MMP7	17393	Mmp7
11118	37620	4330	MN1	433938	Mn1
11119	37622	4360	MRC1	17533	Mrc1
11120	37623	4580	MTX1	17827	Mtx1
11121	37628	4695	NDUFA2	17991	Ndufa2
11122	37629	4697	NDUFA4	17992	Ndufa4
11123	37630	4709	NDUFB3	66495	Ndufb3
11124	37631	4793	NFKBIB	18036	Nfkbib
11125	37634	4991	OR1D2	258153	Olfr412
11126	37636	5001	ORC5	26429	Orc5
11127	37637	5037	PEBP1	23980	Pebp1
11128	37638	26986	PABPC1	18458	Pabpc1
11129	37640	5126	PCSK2	18549	Pcsk2
11130	37642	10295	BCKDK	12041	Bckdk
11131	37643	5170	PDPK1	18607	Pdpk1
11132	37644	5201	PFDN1	67199	Pfdn1
11133	37645	5203	PFDN4	109054	Pfdn4
11134	37647	5223	PGAM1	18648	Pgam1
11135	37649	5250	SLC25A3	18674	Slc25a3
11136	37650	5315	PKM	18746	Pkm
11137	37653	5367	PMCH	110312	Pmch
11138	37656	5411	PNN	18949	Pnn
11139	37658	5451	POU2F1	18986	Pou2f1
11140	37659	5500	PPP1CB	19046	Ppp1cb
11141	37660	5515	PPP2CA	19052	Ppp2ca
11142	37661	5528	PPP2R5D	21770	Ppp2r5d
11143	37664	5573	PRKAR1A	19084	Prkar1a
11144	37665	5575	PRKAR1B	19085	Prkar1b
11145	37666	5577	PRKAR2B	19088	Prkar2b
11146	37667	5584	PRKCI	18759	Prkci
11147	37670	5594	MAPK1	26413	Mapk1
11148	37680	5660	PSAP	19156	Psap
11149	37686	5714	PSMD8	57296	Psmd8
11150	37690	5768	QSOX1	104009	Qsox1
11151	37691	5782	PTPN12	19248	Ptpn12
11152	37693	5794	PTPRH	545902	Ptprh
11153	37694	5797	PTPRM	19274	Ptprm
11154	37695	5810	RAD1	19355	Rad1
11155	37697	5829	PXN	19303	Pxn
11156	37702	5877	RABIF	98710	Rabif
11157	37704	5887	RAD23B	19359	Rad23b
11158	37706	5939	RBMS2	56516	Rbms2
11159	37707	5962	RDX	19684	Rdx
11160	37709	5995	RGR	57811	Rgr
11161	37710	6001	RGS10	67865	Rgs10
11162	37711	6047	RNF4	19822	Rnf4
11163	37712	6118	RPA2	19891	Rpa2
11164	37713	6138	RPL15	66480	Rpl15
11165	37714	6187	RPS2	16898	Rps2
11166	37715	6233	RPS27A	78294	Rps27a
11167	37716	6303	SAT1	20229	Sat1
11168	37717	6342	SCP2	20280	Scp2
11169	37718	6392	SDHD	66925	Sdhd
11170	37719	6397	SEC14L1	74136	Sec14l1
11171	37721	6427	SRSF2	20382	Srsf2
11172	37722	6447	SCG5	20394	Scg5
11173	37723	6457	SH3GL3	20408	Sh3gl3
11174	37727	6605	SMARCE1	57376	Smarce1
11175	37728	6629	SNRPB2	20639	Snrpb2
11176	37733	6664	SOX11	20666	Sox11
11177	37735	6697	SPR	20751	Spr
11178	37736	6717	SRI	109552	Sri
11179	37737	6726	SRP9	27058	Srp9
11180	37738	6727	SRP14	20813	Srp14
11181	37741	6822	SULT2A1	20859	Sult2a1
11182	37742	54894	RNF43	207742	Rnf43
11183	37744	6905	TBCE	70430	Tbce
11184	37746	6924	TCEB3	27224	Tceb3
11185	37747	7067	THRA	21833	Thra
11186	37748	7079	TIMP4	110595	Timp4
11187	37749	7083	TK1	21877	Tk1
11188	37750	7101	NR2E1	21907	Nr2e1
11189	37751	7109	TRAPPC10	216131	Trappc10
11190	37752	7136	TNNI2	21953	Tnni2
11191	37753	7175	TPR	108989	Tpr
11192	37756	7180	CRISP2	22024	Crisp2
11193	37757	7205	TRIP6	22051	Trip6
11194	37759	7263	TST	22117	Tst
11195	37763	7357	UGCG	22234	Ugcg
11196	37764	7385	UQCRC2	67003	Uqcrc2
11197	37765	7417	VDAC2	22334	Vdac2
11198	37766	7512	XPNPEP2	170745	Xpnpep2
11199	37767	7533	YWHAH	22629	Ywhah
11200	37788	8027	STAM	20844	Stam
11201	37792	8310	ACOX3	80911	Acox3
11202	37822	8411	EEA1	216238	Eea1
11203	37823	8417	STX7	53331	Stx7
11204	37824	9218	VAPA	30960	Vapa
11205	37826	8458	TTF2	74044	Ttf2
11206	37827	8487	GEMIN2	66603	Gemin2
11207	37830	11001	SLC27A2	26458	Slc27a2
11208	37831	8525	DGKZ	104418	Dgkz
11209	37832	8530	CST7	13011	Cst7
11210	37833	8541	PPFIA3	76787	Ppfia3
11211	37836	8563	THOC5	107829	Thoc5
11212	37838	8569	MKNK1	17346	Mknk1
11213	37839	8607	RUVBL1	56505	Ruvbl1
11214	37841	8637	EIF4EBP3	108112	Eif4ebp3
11215	37842	8643	PTCH2	19207	Ptch2
11216	37845	8669	EIF3J	78655	Eif3j1
11217	37846	8673	VAMP8	22320	Vamp8
11218	37847	8674	VAMP4	53330	Vamp4
11219	37848	8702	B4GALT4	56375	B4galt4
11220	37851	8732	RNGTT	24018	Rngtt
11221	37852	8733	GPAA1	14731	Gpaa1
11222	37854	8760	CDS2	110911	Cds2
11223	37855	8761	PABPC4	230721	Pabpc4
11224	37856	8767	RIPK2	192656	Ripk2
11225	37857	8773	SNAP23	20619	Snap23
11226	37858	8798	DYRK4	101320	Dyrk4
11227	37867	9051	PSTPIP1	19200	Pstpip1
11228	37868	9055	PRC1	233406	Prc1
11229	37872	883	CCBL1	70266	Ccbl1
11230	37873	1010	CDH12	215654	Cdh12
11231	37874	1465	CSRP1	13007	Csrp1
11232	37875	1607	DGKB	217480	Dgkb
11233	37878	1678	TIMM8A	30058	Timm8a1
11234	37880	2173	FABP7	12140	Fabp7
11235	37882	2764	GMFB	63985	Gmfb
11236	37883	548645	DNAJC25	72429	Dnajc25
11237	37884	2963	GTF2F2	68705	Gtf2f2
11238	37886	3174	HNF4G	30942	Hnf4g
11239	37888	5272	SERPINB9	20723	Serpinb9
11240	37889	5516	PPP2CB	19053	Ppp2cb
11241	37894	7345	UCHL1	22223	Uchl1
11242	37895	7439	BEST1	24115	Best1
11243	37897	8729	GBF1	107338	Gbf1
11244	37898	53616	ADAM22	11496	Adam22
11245	37900	9123	SLC16A3	80879	Slc16a3
11246	37901	9152	SLC6A5	104245	Slc6a5
11247	37902	9154	SLC28A1	434203	Slc28a1
11248	37903	8766	RAB11A	53869	Rab11a
11249	37905	9377	COX5A	12858	Cox5a
11250	37906	2539	G6PD	14381	G6pdx
11251	37907	9570	GOSR2	56494	Gosr2
11252	37910	699	BUB1	12235	Bub1
11253	37911	811	CALR	12317	Calr
11254	37912	836	CASP3	12367	Casp3
11255	37914	864	RUNX3	12399	Runx3
11256	37917	1293	COL6A3	12835	Col6a3
11257	37922	1832	DSP	109620	Dsp
11258	37923	1960	EGR3	13655	Egr3
11259	37924	2029	ENSA	56205	Ensa
11260	37925	2048	EPHB2	13844	Ephb2
11261	37926	2146	EZH2	14056	Ezh2
11262	37927	2267	FGL1	234199	Fgl1
11263	37928	2275	FHL3	14201	Fhl3
11264	37929	3267	AGFG1	15463	Agfg1
11265	37931	3298	HSF2	15500	Hsf2
11266	37932	3364	HUS1	15574	Hus1
11267	37933	4300	MLLT3	70122	Mllt3
11268	37935	4726	NDUFS6	407785	Ndufs6
11269	37936	5195	PEX14	56273	Pex14
11270	37940	6197	RPS6KA3	110651	Rps6ka3
11271	37941	6804	STX1A	20907	Stx1a
11272	37942	6872	TAF1	270627	Taf1
11273	37943	6939	TCF15	21407	Tcf15
11274	37944	7225	TRPC6	22068	Trpc6
11275	37945	7485	WRB	71446	Wrb
11276	37952	5612	PRKRIR	72981	Prkrir
11277	37953	9140	ATG12	67526	Atg12
11278	37954	9146	HGS	15239	Hgs
11279	37955	9159	PCSK7	18554	Pcsk7
11280	37956	9162	DGKI	320127	Dgki
11281	37957	9169	SCAF11	72193	Scaf11
11282	37958	9175	MAP3K13	71751	Map3k13
11283	37959	9183	ZW10	26951	Zw10
11284	37961	9256	BZRAP1	207777	Bzrap1
11285	37963	9271	PIWIL1	57749	Piwil1
11286	37964	9326	ZNHIT3	448850	Znhit3
11287	37968	5433	POLR2D	69241	Polr2d
11288	37969	8189	SYMPK	68188	Sympk
11289	37971	9446	GSTO1	14873	Gsto1
11290	37972	9454	HOMER3	26558	Homer3
11291	37973	9482	STX8	55943	Stx8
11292	37974	9516	LITAF	56722	Litaf
11293	37975	9522	SCAMP1	107767	Scamp1
11294	37976	9525	VPS4B	20479	Vps4b
11295	37977	9527	GOSR1	53334	Gosr1
11296	37978	9535	GMFG	63986	Gmfg
11297	37980	9562	MINPP1	17330	Minpp1
11298	37982	740	MRPL49	18120	Mrpl49
11299	37984	1794	DOCK2	94176	Dock2
11300	37985	2030	SLC29A1	63959	Slc29a1
11301	37987	3483	IGFALS	16005	Igfals
11302	37988	3745	KCNB1	16500	Kcnb1
11303	37989	3765	KCNJ9	16524	Kcnj9
11304	37990	3845	KRAS	16653	Kras
11305	37994	4701	NDUFA7	66416	Ndufa7
11306	37995	5305	PIP4K2A	18718	Pip4k2a
11307	37996	5442	POLRMT	216151	Polrmt
11308	37998	5650	KLK7	23993	Klk7
11309	37999	5711	PSMD5	66998	Psmd5
11310	38006	6564	SLC15A1	56643	Slc15a1
11311	38007	7163	TPD52	21985	Tpd52
11312	38008	8021	NUP214	227720	Nup214
11313	38009	9950	GOLGA5	27277	Golga5
11314	38012	9984	THOC1	225160	Thoc1
11315	38017	516	ATP5G1	11951	Atp5g1
11316	38020	1339	COX6A2	12862	Cox6a2
11317	38021	1399	CRKL	12929	Crkl
11318	38024	2669	GEM	14579	Gem
11319	38026	2830	GPR6	140741	Gpr6
11320	38034	3059	HCLS1	15163	Hcls1
11321	38035	3069	HDLBP	110611	Hdlbp
11322	38043	5082	PDCL	67466	Pdcl
11323	38046	5565	PRKAB2	108097	Prkab2
11324	38049	6574	SLC20A1	20515	Slc20a1
11325	38052	8031	NCOA4	27057	Ncoa4
11326	38053	10006	ABI1	11308	Abi1
11327	38054	10007	GNPDA1	26384	Gnpda1
11328	38055	10040	TOM1L1	71943	Tom1l1
11329	38057	10048	RANBP9	56705	Ranbp9
11330	38058	10049	DNAJB6	23950	Dnajb6
11331	38061	1797	DXO	112403	Dxo
11332	38062	2960	GTF2E1	74197	Gtf2e1
11333	38066	3158	HMGCS2	15360	Hmgcs2
11334	38067	3280	HES1	15205	Hes1
11335	38075	5641	LGMN	19141	Lgmn
11336	38077	6578	SLCO2A1	24059	Slco2a1
11337	38080	6760	SS18	268996	Ss18
11338	38082	6894	TARBP1	212728	Gm17296
11339	38083	6921	TCEB1	67923	Tceb1
11340	38087	7957	EPM2A	13853	Epm2a
11341	38089	10063	COX17	12856	Cox17
11342	38092	10111	RAD50	19360	Rad50
11343	38093	10112	KIF20A	19348	Kif20a
11344	38094	10126	DNAL4	54152	Dnal4
11345	38095	10134	BCAP31	27061	Bcap31
11346	38096	10146	G3BP1	27041	G3bp1
11347	38097	10159	ATP6AP2	70495	Atp6ap2
11348	38098	10160	FARP1	223254	Farp1
11349	38100	10200	MPHOSPH6	68533	Mphosph6
11350	38106	10279	PRSS16	54373	Prss16
11351	38108	10282	BET1	12068	Bet1
11352	38111	4131	MAP1B	17755	Map1b
11353	38112	4144	MAT2A	232087	Mat2a
11354	38114	4217	MAP3K5	26408	Map3k5
11355	38116	4320	MMP11	17385	Mmp11
11356	38120	5546	PRCC	94315	Prcc
11357	38122	6793	STK10	20868	Stk10
11358	38123	6909	TBX2	21385	Tbx2
11359	38129	8763	CD164	53599	Cd164
11360	38131	9177	HTR3B	57014	Htr3b
11361	38137	10345	TRDN	76757	Trdn
11362	38141	10403	NDC80	67052	Ndc80
11363	38142	10450	PPIE	56031	Ppie
11364	38143	10451	VAV3	57257	Vav3
11365	38145	10455	ECI2	23986	Eci2
11366	38146	3848	KRT1	16678	Krt1
11367	38148	4690	NCK1	17973	Nck1
11368	38149	4801	NFYB	18045	Nfyb
11369	38150	4926	NUMA1	101706	Numa1
11370	38151	5167	ENPP1	18605	Enpp1
11371	38155	5334	PLCL1	227120	Plcl1
11372	38157	5526	PPP2R5B	225849	Ppp2r5b
11373	38160	5564	PRKAB1	19079	Prkab1
11374	38161	5885	RAD21	19357	Rad21
11375	38164	7381	UQCRB	67530	Uqcrb
11376	38165	7979	SHFM1	20422	Shfm1
11377	38166	9611	NCOR1	20185	Ncor1
11378	38168	10409	BASP1	70350	Basp1
11379	38169	10424	PGRMC2	70804	Pgrmc2
11380	38170	10516	FBLN5	23876	Fbln5
11381	38171	10437	IFI30	65972	Ifi30
11382	38172	10465	PPIH	66101	Ppih
11383	38176	10482	NXF1	53319	Nxf1
11384	38178	10490	VTI1B	53612	Vti1b
11385	38180	10556	RPP30	54364	Rpp30
11386	38181	10559	SLC35A1	24060	Slc35a1
11387	38182	10567	RABAC1	14470	Rabac1
11388	38183	10600	USP16	74112	Usp16
11389	38184	10622	POLR3G	67486	Polr3g
11390	38185	10623	POLR3C	74414	Polr3c
11391	38186	10628	TXNIP	56338	Txnip
11392	38187	3795	KHK	16548	Khk
11393	38189	5429	POLH	80905	Polh
11394	38194	7980	TFPI2	21789	Tfpi2
11395	38195	10640	EXOC5	105504	Exoc5
11396	38197	10663	CXCR6	80901	Cxcr6
11397	38199	11183	MAP4K5	399510	Map4k5
11398	38200	10677	AVIL	11567	Avil
11399	38201	6819	SULT1C2	69083	Sult1c2
11400	38202	10714	POLD3	67967	Pold3
11401	38203	10717	AP4B1	67489	Ap4b1
11402	38206	10735	STAG2	20843	Stag2
11403	38208	10753	CAPN9	73647	Capn9
11404	38212	10814	CPLX2	12890	Cplx2
11405	38213	10847	SRCAP	100043597	Srcap
11406	38216	10898	CPSF4	54188	Cpsf4
11407	38217	10904	BLCAP	53619	Blcap
11408	38218	10923	SUB1	20024	Sub1
11409	38227	10948	STARD3	59045	Stard3
11410	38229	10952	SEC61B	66212	Sec61b
11411	38230	10955	SERINC3	26943	Serinc3
11412	38231	9491	PSMF1	228769	Psmf1
11413	38233	10981	RAB32	67844	Rab32
11414	38234	10989	IMMT	76614	Immt
11415	38235	10993	SDS	231691	Sds
11416	38236	10945	KDELR1	68137	Kdelr1
11417	38238	11030	RBPMS	19663	Rbpms
11418	38239	11041	B3GNT1	108902	B3gnt1
11419	38240	4538	ND4	17719	ND4
11420	38244	1939	EIF2D	16865	Eif2d
11421	38250	6096	RORB	225998	Rorb
11422	38251	6612	SUMO3	20610	Sumo3
11423	38253	6655	SOS2	20663	Sos2
11424	38254	6731	SRP72	66661	Srp72
11425	38258	10560	SLC19A2	116914	Slc19a2
11426	38259	7091	TLE4	21888	Tle4
11427	38260	11064	CNTRL	26920	Cep110
11428	38261	11068	CYB561D2	56368	Cyb561d2
11429	38262	11073	TOPBP1	235559	Topbp1
11430	38263	11077	HSF2BP	74377	Hsf2bp
11431	38266	11127	KIF3A	16568	Kif3a
11432	38268	11140	CDC37	12539	Cdc37
11433	38271	11157	LSM6	78651	Lsm6
11434	38274	52	ACP1	11431	Acp1
11435	38276	7027	TFDP1	21781	Tfdp1
11436	38284	11161	C14orf1	58520	0610007P14Rik
11437	38286	11190	CEP250	16328	Cep250
11438	38287	11193	WBP4	22380	Wbp4
11439	38288	11196	SEC23IP	207352	Sec23ip
11440	38289	11200	CHEK2	50883	Chek2
11441	38290	11254	SLC6A14	56774	Slc6a14
11442	38291	11260	XPOT	73192	Xpot
11443	38294	11270	NRM	106582	Nrm
11444	38295	11315	PARK7	57320	Park7
11445	38296	11336	EXOC3	211446	Exoc3
11446	38298	11343	MGLL	23945	Mgll
11447	38299	51	ACOX1	11430	Acox1
11448	38341	84826	SFT2D3	67158	Sft2d3
11449	38347	6161	RPL32	621697	Gm6251
11450	38373	27340	UTP20	70683	Utp20
11451	38385	28965	SLC27A6	225579	Slc27a6
11452	38387	284273	ZADH2	225791	Zadh2
11453	38481	55176	SEC61A2	57743	Sec61a2
11454	38551	81031	SLC2A10	170441	Slc2a10
11455	38573	79968	WDR76	241627	Wdr76
11456	38685	79726	WDR59	319481	Wdr59
11457	38696	10105	PPIF	105675	Ppif
11458	38743	79918	SETD6	66083	Setd6
11459	38751	196051	PPAPDC1A	381925	Ppapdc1a
11460	38775	6500	SKP1	21402	Skp1a
11461	38779	57634	EP400	75560	Ep400
11462	38809	1810	DR1	13486	Dr1
11463	38810	23160	WDR43	72515	Wdr43
11464	38834	6871	TADA2A	217031	Tada2a
11465	39074	64802	NMNAT1	66454	Nmnat1
11466	39079	51204	TACO1	70207	Taco1
11467	39086	1622	DBI	13167	Dbi
11468	39087	29095	ORMDL2	66844	Ormdl2
11469	39090	7353	UFD1L	22230	Ufd1l
11470	39141	64121	RRAGC	54170	Rragc
11471	39203	2775	GNAO1	14681	Gnao1
11472	39206	84779	NAA11	97243	Naa11
11473	39246	8295	TRRAP	100683	Trrap
11474	39250	26088	GGA1	106039	Gga1
11475	39318	26227	PHGDH	236539	Phgdh
11476	39330	8945	BTRC	12234	Btrc
11477	39421	54872	PIGG	433931	Pigg
11478	39452	3313	HSPA9	15526	Hspa9
11479	39495	6567	SLC16A2	20502	Slc16a2
11480	39531	54700	RRN3	106298	Rrn3
11481	39553	654364	NME1-NME2	433968	Gm5566
11482	39574	55003	PAK1IP1	68083	Pak1ip1
11483	39581	29956	CERS2	76893	Cers2
11484	39642	64318	NOC3L	57753	Noc3l
11485	39658	1340	COX6B1	110323	Cox6b1
11486	39689	23195	MDN1	100019	Mdn1
11487	39746	4358	MPV17	17527	Mpv17
11488	39748	8877	SPHK1	20698	Sphk1
11489	39749	51560	RAB6B	270192	Rab6b
11490	39776	64434	NOM1	433864	Nom1
11491	39824	145482	PTGR2	77219	Ptgr2
11492	39904	50617	ATP6V0A4	140494	Atp6v0a4
11493	39963	143187	VTI1A	53611	Vti1a
11494	39965	10280	SIGMAR1	18391	Sigmar1
11495	39986	6880	TAF9	108143	Taf9
11496	40112	9868	TOMM70A	28185	Tomm70a
11497	40119	3621	ING1	26356	Ing1
11498	40205	83540	NUF2	66977	Nuf2
11499	40210	10072	DPP3	75221	Dpp3
11500	40307	79922	MRM1	217038	Mrm1
11501	40346	88745	RRP36	224823	Rrp36
11502	40477	91408	BTF3L4	70533	Btf3l4
11503	40496	4173	MCM4	17217	Mcm4
11504	40514	6723	SRM	20810	Srm
11505	40537	26065	LSM14A	67070	Lsm14a
11506	40545	79050	NOC4L	100608	Noc4l
11507	40573	11097	NUPL2	231042	Nupl2
11508	40575	22795	NID2	18074	Nid2
11509	40581	93974	ATPIF1	11983	Atpif1
11510	40583	11335	CBX3	12417	Cbx3
11511	40587	27297	CRCP	12909	Crcp
11512	40594	117581	TWIST2	13345	Twist2
11513	40598	63036	CELA2A	13706	Cela2a
11514	40604	2286	FKBP2	14227	Fkbp2
11515	40606	8325	FZD8	14370	Fzd8
11516	40607	136319	MTPN	14489	Mtpn
11517	40612	340784	HMX3	15373	Hmx3
11518	40613	3274	HRH2	15466	Hrh2
11519	40617	3703	STT3A	16430	Stt3a
11520	40621	64211	LHX5	16873	Lhx5
11521	40627	4284	MIP	17339	Mip
11522	40628	55329	MNS1	17427	Mns1
11523	40632	51199	NIN	18080	Nin
11524	40640	51268	PIPOX	19193	Pipox
11525	40641	53917	RAB24	19336	Rab24
11526	40647	55974	SLC50A1	19729	Slc50a1
11527	40648	10921	RNPS1	19826	Rnps1
11528	40653	391059	FRRS1	20321	Frrs1
11529	40654	60412	EXOC4	20336	Exoc4
11530	40661	6830	SUPT6H	20926	Supt6
11531	40668	9646	CTR9	22083	Ctr9
11532	40678	6843	VAMP1	22317	Vamp1
11533	40681	7520	XRCC5	22596	Xrcc5
11534	40682	7539	ZFP37	22696	Zfp37
11535	40684	80818	ZNF436	22704	Zfp46
11536	40686	643836	ZFP62	22720	Zfp62
11537	40690	121536	AEBP2	11569	Aebp2
11538	40692	50674	NEUROG3	11925	Neurog3
11539	40693	1103	CHAT	12647	Chat
11540	40695	1427	CRYGS	12970	Crygs
11541	40705	10863	ADAM28	13522	Adam28
11542	40707	23596	OPN3	13603	Opn3
11543	40710	22905	EPN2	13855	Epn2
11544	40711	2139	EYA2	14049	Eya2
11545	40713	54332	GDAP1	14545	Gdap1
11546	40714	10681	GNB5	14697	Gnb5
11547	40715	54331	GNG2	14702	Gng2
11548	40716	8443	GNPAT	14712	Gnpat
11549	40717	2898	GRIK2	14806	Grik2
11550	40720	10471	PFDN6	14976	H2-Ke2
11551	40725	3200	HOXA3	15400	Hoxa3
11552	40726	3202	HOXA5	15402	Hoxa5
11553	40728	51478	HSD17B7	15490	Hsd17b7
11554	40729	1996	ELAVL4	15572	Elavl4
11555	40740	3860	KRT13	16663	Krt13
11556	40748	65108	MARCKSL1	17357	Marcksl1
11557	40749	10943	MSL3	17692	Msl3
11558	40754	4684	NCAM1	17967	Ncam1
11559	40755	4744	NEFH	380684	Nefh
11560	40757	8856	NR1I2	18171	Nr1i2
11561	40764	102724788	LOC102724788	19125	Prodh
11562	40765	22931	RAB18	19330	Rab18
11563	40767	23480	SEC61G	20335	Sec61g
11564	40769	9963	SLC23A1	20522	Slc23a1
11565	40774	6938	TCF12	21406	Tcf12
11566	40775	84916	CIRH1A	21771	Cirh1a
11567	40776	646480	FABP9	21884	Fabp9
11568	40785	348932	SLC6A18	22598	Slc6a18
11569	40787	64397	ZNF106	20402	Zfp106
11570	40790	57175	CORO1B	23789	Coro1b
11571	40794	23344	ESYT1	23943	Esyt1
11572	40795	9862	MED24	23989	Med24
11573	40796	26230	TIAM2	24001	Tiam2
11574	40799	131601	TPRA1	24100	Tpra1
11575	40802	339324	ZNF260	26466	Zfp260
11576	40805	9330	GTF3C3	98488	Gtf3c3
11577	40806	9328	GTF3C5	70239	Gtf3c5
11578	40808	22802	CLCA4	99709	AI747448
11579	40809	9069	CLDN12	64945	Cldn12
11580	40811	26574	AATF	56321	Aatf
11581	40812	26297	SERGEF	27414	Sergef
11582	40813	24144	TFIP11	54723	Tfip11
11583	40819	23438	HARS2	70791	Hars2
11584	40820	22949	PTGR1	67103	Ptgr1
11585	40821	23417	MLYCD	56690	Mlycd
11586	40822	7799	PRDM2	110593	Prdm2
11587	40823	22933	SIRT2	64383	Sirt2
11588	40825	23408	SIRT5	68346	Sirt5
11589	40826	23443	SLC35A3	229782	Slc35a3
11590	40827	23640	HSPBP1	66245	Hspbp1
11591	40828	3751	KCND2	16508	Kcnd2
11592	40832	284366	KLK9	101533	Klk9
11593	40833	23658	LSM5	66373	Lsm5
11594	40838	26212	OR2B6	218066	Olfr11
11595	40841	26258	BLOC1S6	18457	Bloc1s6
11596	40842	25782	RAB3GAP2	98732	Rab3gap2
11597	40843	10417	SPON2	100689	Spon2
11598	40844	10734	STAG3	50878	Stag3
11599	40845	26519	TIMM10	30059	Timm10
11600	40846	26517	TIMM13	30055	Timm13
11601	40847	26520	TIMM9	30056	Timm9
11602	40848	23534	TNPO3	320938	Tnpo3
11603	40849	25828	TXN2	56551	Txn2
11604	40850	7371	UCK2	80914	Uck2
11605	40855	7780	SLC30A2	230810	Slc30a2
11606	40858	25814	ATXN10	54138	Atxn10
11607	40859	27166	PRELID1	66494	Prelid1
11608	40861	27165	GLS2	216456	Gls2
11609	40862	28232	SLCO3A1	108116	Slco3a1
11610	40863	27343	POLL	56626	Poll
11611	40864	23769	FLRT1	396184	Flrt1
11612	40865	29894	CPSF1	94230	Cpsf1
11613	40866	29896	TRA2A	101214	Tra2a
11614	40867	29901	SAC3D1	66406	Sac3d1
11615	40870	4850	CNOT4	53621	Cnot4
11616	40873	29945	ANAPC4	52206	Anapc4
11617	40876	29796	UQCR10	66152	Uqcr10
11618	40877	10113	PREB	50907	Preb
11619	40879	29965	CDIP1	66626	Cdip1
11620	40880	5866	RAB3IL1	74760	Rab3il1
11621	40882	26509	MYOF	226101	Myof
11622	40883	392255	GDF6	242316	Gdf6
11623	40891	440275	EIF2AK4	27103	Eif2ak4
11624	40892	10926	DBF4	27214	Dbf4
11625	40893	120	ADD3	27360	Add3
11626	40902	8409	UXT	22294	Uxt
11627	40903	57446	NDRG3	29812	Ndrg3
11628	40906	27173	SLC39A1	30791	Slc39a1
11629	40908	54714	CNGB3	30952	Cngb3
11630	40914	22884	WDR37	207615	Wdr37
11631	40915	28972	SPCS1	69019	Spcs1
11632	40917	57496	MKL2	239719	Mkl2
11633	40924	9818	NUPL1	71844	Nupl1
11634	40925	29015	SLC43A3	58207	Slc43a3
